SC,名称,決算期,決算発表日(本決算),売上高(百万円),営業利益(百万円),経常利益(百万円),当期利益(百万円),総資産(百万円),自己資本(百万円),資本金(百万円),有利子負債(百万円),自己資本比率,ROE,ROA,発行済株式数(更新日時点)
9470,学研ホールディングス,202409,20241108,185566,6880,6903,2260,130714,51474,19817,37382,39.4,4.34,1.69,44633232
9474,ゼンリン,202503,20250425,64363,3923,3936,2606,73973,49833,6557,2347,67.4,5.26,3.49,57301365
9475,昭文社ホールディングス,202403,20240515,6410,437,519,1771,18879,12690,10141,770,67.2,15.27,10.28,18178173
9476,中央経済社ホールディングス,202409,20241112,3100,119,127,-172,5822,4153,383,455,71.3,-4.09,-2.93,4398464
9478,SEホールディングス・アンド・インキュベーションズ,202403,20240508,7318,1215,1143,729,14468,8525,1534,2980,58.9,9.4,5.53,18084226
9479,インプレスホールディングス,202403,20240513,14466,-483,-366,-1036,14545,8288,5341,521,57,-11.64,-6.8,37371500
9501,東京電力ホールディングス,202503,20250430,6810391,234452,254443,161278,14986993,3759230,1400975,6168269,25.1,4.44,1.09,1607017531
9502,中部電力,202503,20250428,3669234,242045,276400,202087,7124812,2786524,430777,2757168,39.1,7.52,2.84,758000000
9503,関西電力,202503,20250430,4337111,468877,531686,420364,9652655,3065857,630040,3906823,31.8,15.75,4.5,1114927528
9504,中国電力,202503,20250430,1529218,129148,128543,98474,4360959,707535,197024,2931714,16.2,15.01,2.32,387154692
9505,北陸電力,202503,20250428,858275,101034,91363,65148,1859830,380725,117641,1012691,20.5,18.92,3.51,210333694
9506,東北電力,202503,20250430,2644912,280332,256725,182807,5398213,985184,251441,2932039,18.3,20.17,3.39,502882585
9507,四国電力,202503,20250430,851399,89073,91611,68324,1687484,438018,145551,830796,26,17.11,4.12,207528202
9508,九州電力,202503,20250430,2356833,199564,194669,128766,5774025,999470,237304,3362954,17.3,13.63,2.24,474183951
9509,北海道電力,202503,20250430,902053,75838,64051,64218,2244003,391932,114291,1262210,17.5,18.06,2.93,215291912
9511,沖縄電力,202503,20250430,236540,7322,5665,4322,500411,121357,7586,266800,24.3,3.63,0.87,56927965
9513,電源開発,202403,20240509,1257998,105704,118535,77774,3475749,1215922,180502,1867000,35,6.76,2.27,183051100
9514,エフオン,202406,20240808,17473,600,346,281,45262,18234,2292,23882,40.3,1.54,0.62,21635189
9517,イーレックス,202403,20240510,244977,-19851,-18388,-22257,145180,47505,11362,55943,32.7,-40.62,-14.06,78066758
9519,レノバ,202403,20240508,44748,5017,11864,8857,465399,68005,2405,297334,14.6,15.96,2.3,91212100
9531,東京瓦斯,202503,20250428,2636809,133090,113599,74194,3855093,1725446,141844,1308007,44.8,4.34,1.92,388893859
9532,大阪瓦斯,202403,20240508,2083050,172553,226563,132679,2980127,1577513,132166,882575,52.9,8.94,4.58,404105300
9533,東邦瓦斯,202503,20250430,656010,30887,32412,25454,758765,448394,33072,133322,59.1,5.62,3.41,98220085
9534,北海道瓦斯,202503,20250428,170295,14328,14428,10404,195431,86269,7515,48654,44.1,12.76,5.45,88689030
9535,広島ガス,202403,20240510,90670,3185,3375,2329,137628,67128,5268,46622,48.8,3.54,1.67,68603372
9536,西部ガスホールディングス,202503,20250430,254442,10530,10611,6362,447774,103832,20629,233935,23.2,6.3,1.45,37187567
9537,北陸瓦斯,202403,20240515,61405,-943,-599,-1759,63033,46442,2400,1148,73.7,-3.73,-2.78,4800000
9539,京葉瓦斯,202412,20250214,115609,1339,2266,1623,168250,95623,2754,28062,56.8,1.75,0.99,32805000
9543,静岡ガス,202412,20250212,202237,10302,13083,8776,170202,118113,6279,18889,69.4,7.78,5.4,76192950
9551,メタウォーター,202503,20250424,179094,10626,9951,6852,196783,81304,11946,40425,41.3,8.89,3.75,44258500
9552,M＆A総研ホールディングス,202409,20241029,16549,8408,8405,5788,11999,9014,80,47,75.1,79.22,56.95,59312793
9553,マイクロアド,202409,20241114,13712,307,294,282,8394,3272,1012,2404,39,8.84,3.7,27801354
9554,AViC,202409,20241114,1934,446,441,310,2493,1562,195,329,62.7,19.85,12.43,6147400
9556,INTLOOP,202407,20240913,27077,1506,1535,902,12139,4783,55,2834,39.4,18.86,7.43,4679480
9557,エアークローゼット,202406,20240814,4216,-35,-52,-53,2710,505,50,1577,18.6,-9.98,-2.03,8236200
9558,ジャパニアス,202411,20250114,11211,945,1022,722,4949,2996,22,-,60.5,24.67,15.15,4010900
9560,プログリット,202408,20241009,4453,824,817,610,3886,1788,322,151,46,42.36,18.73,12638896
9561,グラッドキューブ,202412,20250214,1559,-267,-274,-629,2570,750,371,927,29.2,-59.12,-21.71,8422440
9562,ビジネスコーチ,202409,20241108,1601,79,79,54,1375,687,208,34,50,7.86,3.93,1105800
9563,Atlas_Technologies,202412,20250214,2120,-382,-373,-852,1937,1654,681,-,85.4,-41.07,-36.31,7370000
9564,FCE,202409,20241113,5006,721,706,502,5078,3371,762,301,66.4,19.79,11.99,21976800
9565,GLOE,202410,20241212,2260,16,13,-19,1030,469,148,261,45.5,-3.98,-1.78,2763558
9600,アイネット,202403,20240509,37763,2887,2935,2197,37607,20097,3203,7298,53.4,11.66,6.26,15475524
9601,松竹,202502,20250414,83974,1664,-2500,-664,208900,93056,33018,68833,44.5,-0.71,-0.32,13937857
9602,東宝,202502,20250414,313171,64684,64455,43357,653068,478390,10355,1908,73.3,9.25,6.83,176000000
9603,エイチ・アイ・エス,202410,20250331,343334,10854,10451,8717,412200,51968,100,199094,12.6,17.3,2.04,79860936
9605,東映,202403,20240515,171345,29342,35317,13971,411406,236450,11707,14226,57.5,6.22,3.53,73844545
9610,ウィルソン・ラーニングワールドワイド,202403,20240515,1750,-556,-591,-588,1765,855,810,101,48.4,-59.88,-30.23,8003580
9612,ラックランド,202412,20250214,47659,233,388,-479,25495,9289,3992,4947,36.4,-4.96,-1.81,10397100
9613,NTTデータグループ,202403,20240509,4367387,309551,248602,133869,7219429,1719204,142520,2175313,23.8,8.44,2,1402500000
9616,共立メンテナンス,202403,20240515,204126,16708,21116,12414,270921,86604,7964,137945,32,15.4,4.57,78439636
9619,イチネンホールディングス,202503,20250502,154920,10279,10318,6657,205371,64684,2529,108673,31.5,10.65,3.26,24262227
9621,建設技術研究所,202412,20250214,97678,9396,9535,6746,87694,61453,3025,2109,70.1,11.6,8.05,28318172
9622,スペース,202412,20250213,64182,3477,3546,2554,40953,32619,3395,57,79.6,8.07,6.5,26600319
9625,セレスポ,202403,20240510,8959,-383,-378,-269,12152,10025,1370,550,82.5,-2.58,-2.01,5703500
9627,アインホールディングス,202404,20240606,399824,20432,21377,11401,249409,135307,21894,6694,54.3,8.71,4.74,35428212
9628,燦ホールディングス,202403,20240510,22437,3789,3800,2363,37585,32877,2568,-,87.5,7.33,6.4,23000000
9629,ピー・シー・エー,202503,20250425,16237,2637,2688,1741,34974,19044,890,-,54.5,9.23,5.08,22000000
9632,スバル興業,202501,20250314,30274,4808,4872,3238,40822,35517,1331,-,87,9.39,8.14,13310000
9633,東京テアトル,202403,20240514,17087,248,294,233,24564,12692,4552,5378,51.7,1.89,0.97,8013000
9635,武蔵野興業,202403,20240514,1282,20,18,4,5978,3582,1004,337,59.9,0.11,0.07,1050000
9636,きんえい,202501,20250313,3571,282,292,154,5923,2580,564,493,43.6,6.12,2.61,2821000
9639,三協フロンテア,202403,20240514,52369,8072,8125,5287,68586,44870,1545,3322,65.4,12.27,8.15,23356800
9640,セゾンテクノロジー,202403,20240510,23864,1024,1072,603,22696,14220,1367,-,62.7,4.16,2.74,16200000
9644,タナベコンサルティンググループ,202403,20240513,12739,1009,1012,641,14139,10904,1772,210,77.1,5.76,4.49,34000000
9647,協和コンサルタンツ,202411,20250117,8061,762,759,512,7421,3813,1000,1000,51.4,14.4,7.06,586100
9651,日本プロセス,202405,20240709,9468,956,1008,730,12803,10456,1487,-,81.7,7.11,5.81,10645020
9656,グリーンランドリゾート,202412,20250214,6412,774,780,534,19010,10177,4180,5543,53.5,5.34,2.82,10346683
9658,ビジネスブレイン太田昭和,202403,20240508,34218,20697,20581,14145,44714,28967,2233,15,64.8,64.41,37.67,12725000
9661,歌舞伎座,202502,20250414,3106,218,246,274,24348,11293,2365,-,46.4,2.51,1.14,12170000
9663,ナガワ,202403,20240513,32576,4241,4643,3119,66876,59725,2855,-,89.3,5.51,4.96,16357214
9672,東京都競馬,202412,20250214,40443,13926,13912,9706,122405,91029,10586,19166,74.4,10.92,8.15,28764854
9678,カナモト,202410,20241206,207218,14569,15218,9013,322853,140008,17829,54453,43.4,6.57,2.82,38742241
9679,ホウライ,202409,20241031,5480,571,724,308,19799,9379,4340,3099,47.4,3.33,1.59,4212000
9682,DTS,202503,20250501,125908,14489,15457,10635,80387,58061,6113,-,72.2,17.68,12.87,41498032
9684,スクウェア・エニックス・ホールディングス,202403,20240513,356344,32558,41541,14912,410876,316496,24039,-,77,4.71,3.68,122531596
9685,KYCOMホールディングス,202403,20240513,6091,539,575,419,7717,4097,1612,2393,53.1,11.02,5.78,5115492
9686,東洋テック,202403,20240509,31249,966,1063,626,35772,21312,4618,6111,59.6,2.99,1.86,11440000
9687,KSK,202503,20250430,23608,2419,2506,1860,22944,16526,1448,-,72,11.48,8.3,7636368
9691,両毛システムズ,202403,20240509,18170,1850,1859,944,21840,12291,1966,3500,56.3,8.09,4.64,3510000
9692,シーイーシー,202501,20250313,56208,6696,6807,4040,52636,40366,6586,350,76.7,9.96,7.77,36059600
9696,ウィザス,202403,20240513,20690,1969,1952,904,18315,6186,1299,965,33.8,15.29,4.78,10140000
9697,カプコン,202403,20240509,152410,57081,59422,43374,243476,195081,33239,7217,80.1,24.35,18.82,533011246
9698,クレオ,202403,20240508,14351,1085,1100,717,10057,7296,3149,-,72.5,10.1,7.24,8585688
9699,ニシオホールディングス,202409,20241108,198995,18044,17400,11599,290682,132148,8100,55658,45.5,9.12,4.12,28391464
9701,東京會舘,202403,20240510,14883,1047,986,1535,26430,9597,3700,11880,36.3,17.92,5.94,3463943
9702,アイ・エス・ビー,202412,20250214,33954,2800,2892,2032,19800,13504,2392,120,68.2,16.05,10.75,11463141
9704,アゴーラホスピタリティーグループ,202412,20250214,8377,501,248,108,20653,3708,8534,8938,18,3.03,0.56,281708934
9706,日本空港ビルデング,202403,20240510,217578,29527,27225,19255,460423,168171,38126,227001,36.5,12.09,4.24,93145400
9708,帝国ホテル,202403,20240510,53335,2839,3296,3377,65706,43036,1485,-,65.5,8.13,5.3,118800000
9709,NCS＆A,202403,20240514,18907,1638,1759,1536,19211,12253,3775,-,63.8,13.42,8.13,18000000
9713,ロイヤルホテル,202403,20240513,20668,557,587,901,31568,19877,100,-,63,4.64,2.83,15303369
9715,トランス・コスモス,202503,20250430,375849,14475,15683,11332,207984,118646,29065,16533,57,9.98,5.56,43863116
9716,乃村工藝社,202502,20250410,150256,8897,9059,6757,102500,54281,6497,-,53,12.92,7.14,119896588
9719,SCSK,202503,20250430,596065,66121,65547,45035,885029,291420,21561,255083,32.9,15.17,6.64,312875169
9720,ホテル、ニューグランド,202411,20250114,5856,254,244,303,8472,3535,100,2692,41.7,8.93,3.69,1181448
9722,藤田観光,202412,20250213,76211,12309,12623,9134,94041,25651,100,37428,27.3,35.39,9.74,12207424
9723,京都ホテル,202403,20240514,9138,953,807,934,16451,1989,100,12616,12.1,60.59,5.74,12065400
9726,KNT-CTホールディングス,202403,20240509,255427,7272,7977,7540,132082,44116,100,-,33.4,18.85,5.57,27331013
9729,トーカイ,202403,20240510,138222,8082,8505,5810,114926,86184,8108,1579,75,6.92,5.15,36041346
9731,白洋舎,202412,20250214,43580,2295,2501,2215,32753,10453,2410,9834,31.9,23.6,6.72,3900000
9733,ナガセ,202503,20250430,55255,4864,3879,1956,90107,31172,2138,29978,34.6,6.53,2.19,30445227
9735,セコム,202403,20240510,1154740,140658,166859,101951,2080781,1224375,66427,40915,58.8,8.54,5.01,466599796
9739,NSW,202403,20240513,50299,5862,5940,4287,44138,33174,5500,-,75.2,13.6,10.11,14900000
9740,セントラル警備保障,202502,20250411,71417,4331,4566,3230,63522,39408,2924,1957,62,8.42,5.05,14816692
9742,アイネス,202503,20250430,40563,3536,3608,2436,56727,39192,15000,7582,69.1,6.33,4.38,20900000
9743,丹青社,202501,20250317,91858,5147,5316,3875,54195,33370,4026,668,61.6,11.92,7.39,48424071
9744,メイテックグループホールディングス,202403,20240509,126976,17660,17667,12343,90761,47696,5000,-,52.6,26.15,14.08,78000000
9746,TKC,202409,20241113,75219,15505,16035,11274,124882,102176,5700,71,81.8,11.42,9.35,52301466
9749,富士ソフト,202412,20250213,317482,22033,21817,21147,258699,138689,26200,49237,53.6,16.1,8.19,67400000
9753,アイエックス・ナレッジ,202403,20240510,21748,1655,1739,1275,13652,8813,1180,200,64.6,15.64,9.69,10800000
9755,応用地質,202412,20250212,74085,4380,5316,4010,106837,77801,16174,4123,72.8,5.27,3.87,24860000
9757,船井総研ホールディングス,202412,20250207,30645,8324,8411,5993,31438,24269,3125,300,77.2,24.3,19,50000000
9759,NSD,202403,20240508,101263,15180,15340,10262,86405,62371,7205,3220,72.2,17.53,13.28,86000000
9760,進学会ホールディングス,202403,20240510,4724,-1347,-1327,-1667,23297,9963,3984,6502,42.8,-15.47,-7.79,20031000
9761,東海リース,202403,20240514,17175,998,1060,675,34549,16078,8032,12229,46.5,4.31,2.05,3494322
9763,丸紅建材リース,202403,20240510,21325,1326,1581,1161,32540,15837,2651,5282,48.7,7.6,3.61,3429440
9765,オオバ,202405,20240711,16485,1842,1929,1339,17966,12209,2131,-,68,11.77,7.86,16750000
9766,コナミグループ,202403,20240509,360314,80262,82685,59171,605850,427362,47399,59862,70.5,14.73,10.26,143500000
9767,日建工学,202403,20240515,6192,293,398,284,7198,4397,1004,394,61.1,6.7,4.02,1862254
9768,いであ,202412,20250210,24310,3254,3423,2376,37452,28726,3173,500,76.7,8.6,6.6,7499025
9769,学究社,202403,20240513,13198,2694,2715,1827,10909,6488,1216,1458,59.5,29.75,16.93,10968356
9776,札幌臨床検査センター,202403,20240513,19682,534,514,380,16680,10937,983,1599,65.6,3.53,2.29,4216000
9778,昴,202502,20250411,3450,93,107,57,6925,3570,990,1660,51.6,1.58,0.81,693576
9780,ハリマビステム,202403,20240514,26618,964,1058,756,14125,8457,654,703,59.9,9.36,5.68,9624490
9782,ディーエムエス,202403,20240515,26903,1370,1409,1519,21321,16687,1092,375,78.3,9.48,6.99,7262020
9787,イオンディライト,202502,20250410,337929,16429,16633,11524,169882,109274,3238,260,64.3,10.85,6.98,48469633
9788,ナック,202403,20240515,54433,2298,2390,1436,37615,22715,6729,6378,60.4,6.25,3.76,46613500
9790,福井コンピュータホールディングス,202403,20240510,13821,5585,5676,3817,29763,24407,1631,-,82,16.56,13.51,20700000
9791,ビケンテクノ,202403,20240515,38371,2131,2448,1310,41182,20806,1808,11517,50.5,6.47,3.26,7718722
9793,ダイセキ,202502,20250408,67304,14318,14830,9307,113635,84327,6382,6034,74.2,11.29,8.37,51000000
9795,ステップ,202409,20241031,15098,3511,3564,2508,29260,26236,1778,240,89.7,9.61,8.66,16670000
9799,旭情報サービス,202503,20250501,15820,1585,1611,1189,14645,11684,733,210,79.8,10.5,8.32,16529700
9812,テーオーホールディングス,202405,20240712,25605,306,221,111,17830,453,100,11223,2.5,28.35,0.59,8926896
9816,ストライダーズ,202403,20240515,7680,49,101,82,4629,2514,1585,1075,54.3,3.28,1.77,8912089
9818,大丸エナウィン,202403,20240514,29905,1054,1165,733,21828,14134,870,1684,64.8,5.25,3.36,8046500
9820,エムティジェネックス,202403,20240513,3790,438,452,277,5001,3909,1072,170,78.2,7.3,5.67,1079600
9823,マミーマート,202409,20241112,160741,6434,6954,4733,73383,37873,2660,2860,51.6,13.17,6.77,10796793
9824,泉州電業,202410,20241209,136153,10349,10761,7578,112457,55211,2575,423,49.1,14.36,7.09,18500000
9827,リリカラ,202412,20250213,33803,150,87,61,20399,8389,3335,3124,41.1,0.72,0.3,12662100
9828,Genki_Global_Dining_Concepts,202403,20240510,61838,4917,5081,3262,32774,13536,100,3242,41.3,27.37,10.27,17765816
9830,トラスコ中山,202412,20250213,295024,19978,20056,16095,270290,173996,5022,56500,64.4,9.62,6.25,66008744
9831,ヤマダホールディングス,202403,20240507,1592009,41489,47037,24055,1288994,616454,71149,299340,47.8,3.94,1.88,966863199
9832,オートバックスセブン,202403,20240510,229856,8010,8093,6355,194948,128845,33998,6034,66.1,4.98,3.27,82050105
9835,ジュンテンドー,202502,20250411,44376,472,458,152,38869,12925,4224,13689,33.3,1.18,0.39,8331164
9837,モリト,202411,20250114,48537,2868,3003,2572,52476,39276,3532,1193,74.8,6.62,4.95,30000000
9842,アークランズ,202502,20250411,330963,16231,19169,10126,334645,120860,6462,96918,36.1,8.54,2.95,64733372
9843,ニトリホールディングス,202403,20240514,895799,127725,132377,86523,1238679,896304,13370,137557,72.4,10.09,7.29,114443496
9845,パーカーコーポレーション,202403,20240509,67733,4555,5022,3601,69395,41558,2201,4458,59.9,9.21,5.56,26801452
9846,天満屋ストア,202502,20250414,58680,2283,2406,1578,42050,26300,3697,3825,62.5,6.17,3.72,11550000
9849,共同紙販ホールディングス,202403,20240510,16725,94,120,58,9978,3982,100,-,39.9,1.48,0.57,735344
9850,グルメ杵屋,202403,20240514,37033,422,378,1096,37690,8747,100,20557,23.2,13.34,2.86,22910275
9852,CBグループマネジメント,202403,20240510,147284,2762,2889,2057,53201,24687,1608,3000,46.4,8.73,4.07,2461848
9853,銀座ルノアール,202403,20240510,7351,15,68,-59,6258,3158,100,2099,50.5,-1.85,-0.93,6252004
9854,愛眼,202403,20240510,14658,-123,-59,-181,14079,12103,5478,-,86,-1.49,-1.29,21076154
9856,ケーユーホールディングス,202403,20240514,154563,9099,9364,6172,85535,62392,100,10557,72.9,10.26,7.4,44126024
9857,英和,202403,20240510,43292,2325,2421,1667,31939,15761,1533,512,49.3,11.21,5.25,6470000
9861,吉野家ホールディングス,202502,20250410,204983,7306,7995,3803,119113,64179,10265,17555,53.9,6.11,3.28,65129558
9867,ソレキア,202403,20240510,25178,1608,1655,1045,19953,10054,2293,3230,50.4,10.97,5.34,865301
9869,加藤産業,202409,20241108,1169834,16856,18697,14459,454688,155709,5934,5374,34.2,9.47,3.19,35000000
9872,北恵,202411,20241227,61286,920,1096,718,29082,13748,2220,-,47.3,5.3,2.47,10011841
9876,コックス,202502,20250410,15302,1263,1323,1196,13247,8903,4503,-,67.2,14.49,9.54,27711028
9878,セキド,202403,20240507,8480,151,130,47,5314,930,10,2694,17.5,5.24,0.92,2040928
9880,イノテック,202403,20240510,41358,2474,2880,1477,47833,24705,10517,11419,51.6,6.11,3.23,13700000
9882,イエローハット,202403,20240510,146641,14475,15964,10259,144030,116368,15072,-,80.8,9.2,7.32,95987092
9885,シャルレ,202403,20240513,13168,557,615,585,21394,18319,100,18,85.6,3.24,2.79,16086250
